 6mm pneumatic pipes (2m),1,2.5,2.5,https://fr.aliexpress.com/item/1005005444191688.html?spm=a2g0o.productlist.main.5.740d2d5c081RDQ&algo_pvid=0cb1a5de-a4fd-4da3-9a74-7dccf8c38f2b&algo_exp_id=0cb1a5de-a4fd-4da3-9a74-7dccf8c38f2b-2&pdp_ext_f=%7B%22order%22%3A%221081%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21EUR%212.27%212.27%21%21%212.45%212.45%21%40211b815c17439239533846989e8516%2112000033164936949%21sea%21FR%212048486615%21X&curPageLogUid=1f1rkVePN7k4&utparam-url=scene%3Asearch%7Cquery_from%3A
 Waterblock ,1,8,8,https://fr.aliexpress.com/item/1005004478886659.html?spm=a2g0o.productlist.main.3.360b1f84cILlY7&algo_pvid=9c5bd5ff-9730-41b4-92ae-d064d18e3a36&algo_exp_id=9c5bd5ff-9730-41b4-92ae-d064d18e3a36-1&pdp_ext_f=%7B%22order%22%3A%22145%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21EUR%214.42%214.39%21%21%214.78%214.74%21%402103919917439240446194639e94bc%2112000029305224391%21sea%21FR%212048486615%21X&curPageLogUid=H4Xgqd5Ae32x&utparam-url=scene%3Asearch%7Cquery_from%3A
 TC4428 ,2,2,4,https://fr.aliexpress.com/item/1005006912580387.html?spm=a2g0o.productlist.main.3.1b23743dpGKcxF&algo_pvid=8761dc94-d9c4-4340-a457-0a5efe09893d&algo_exp_id=8761dc94-d9c4-4340-a457-0a5efe09893d-1&pdp_ext_f=%7B%22order%22%3A%2227%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21EUR%211.84%211.84%21%21%2114.42%2114.42%21%40210388c917439241809562386eaf48%2112000038705218121%21sea%21FR%212048486615%21X&curPageLogUid=mIisY8CuBouG&utparam-url=scene%3Asearch%7Cquery_from%3A
 IRF135B203 (or similar),2,5,10,
 4.7uF polymer capacitor ,10,0.8,8,https://fr.aliexpress.com/item/1005008476927781.html?spm=a2g0o.productlist.main.17.52324e65BBJi7C&algo_pvid=e2163e00-15c4-43da-822d-4983b6f17a13&algo_exp_id=e2163e00-15c4-43da-822d-4983b6f17a13-8&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21EUR%210.68%210.68%21%21%210.73%210.73%21%4021038e1e17439243133632471eb799%2112000045319282529%21sea%21FR%212048486615%21X&curPageLogUid=0PY1udEbR72y&utparam-url=scene%3Asearch%7Cquery_from%3A
 Buck converter ,1,2,2,https://fr.aliexpress.com/item/1005001711248152.html?spm=a2g0o.productlist.main.17.e3953d1ep7CM2x&algo_pvid=18c6b7a1-52fa-4df3-99a4-ec7d64122411&algo_exp_id=18c6b7a1-52fa-4df3-99a4-ec7d64122411-8&pdp_ext_f=%7B%22order%22%3A%2295%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21EUR%212.06%212.06%21%21%212.23%212.23%21%402103892f17439243833803475e8996%2112000017250545600%21sea%21FR%212048486615%21X&curPageLogUid=ErttenXprnBE&utparam-url=scene%3Asearch%7Cquery_from%3A
 Acrylic sheet (3*235*635mm) ,1,20,20,hardware store
 Oled screen ,1,2.5,2.5,https://fr.aliexpress.com/item/1005004355547926.html?spm=a2g0o.productlist.main.5.574d3350KsQB1s&algo_pvid=8d4f0b7f-c8a7-416c-a471-03f5f50cf673&algo_exp_id=8d4f0b7f-c8a7-416c-a471-03f5f50cf673-2&pdp_ext_f=%7B%22order%22%3A%224293%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21EUR%212.06%212.06%21%21%212.23%212.23%21%402103890117439244281643281e8c62%2112000029444147546%21sea%21FR%212048486615%21X&curPageLogUid=KhuREFzaK5t7&utparam-url=scene%3Asearch%7Cquery_from%3A
 L7812CV,1,2,2,https://fr.aliexpress.com/item/1005007531573602.html?spm=a2g0o.productlist.main.3.629f7d14aMeRih&algo_pvid=55adf6e8-1842-49af-baa6-cfe98543798e&algo_exp_id=55adf6e8-1842-49af-baa6-cfe98543798e-1&pdp_ext_f=%7B%22order%22%3A%22424%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21EUR%211.54%211.54%21%21%2112.07%2112.07%21%40210384b217439245464315616eb0dc%2112000041177898915%21sea%21FR%212048486615%21X&curPageLogUid=R2iQ65EoZf6L&utparam-url=scene%3Asearch%7Cquery_from%3A
 JST connectors ,1,3,3,"https://fr.aliexpress.com/item/1005006498660940.html?spm=a2g0o.detail.pcDetailTopMoreOtherSeller.2.56b7XJLqXJLq83&gps-id=pcDetailTopMoreOtherSeller&scm=1007.40050.354490.0&scm_id=1007.40050.354490.0&scm-url=1007.40050.354490.0&pvid=597a57a8-7f44-4be9-9bf2-06d36794d5c5&_t=gps-id:pcDetailTopMoreOtherSeller,scm-url:1007.40050.354490.0,pvid:597a57a8-7f44-4be9-9bf2-06d36794d5c5,tpp_buckets:668%232846%238113%231998&pdp_ext_f=%7B%22order%22%3A%221667%22%2C%22eval%22%3A%221%22%2C%22sceneId%22%3A%2230050%22%7D&pdp_npi=4%40dis%21EUR%213.09%213.09%21%21%213.34%213.34%21%40211b815c17439245925194193e8530%2112000037425305640%21rec%21FR%212048486615%21XZ&utparam-url=scene%3ApcDetailTopMoreOtherSeller%7Cquery_from%3A"
 Banana connectors ,1,1.5,1.5,https://fr.aliexpress.com/item/1005006400659486.html?spm=a2g0o.productlist.main.11.7e4d5018h0XzHn&algo_pvid=88e17351-af5e-4e78-9dd1-f6c3fee2a9fc&algo_exp_id=88e17351-af5e-4e78-9dd1-f6c3fee2a9fc-5&pdp_ext_f=%7B%22order%22%3A%223676%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21EUR%211.05%211.05%21%21%211.13%211.13%21%402103894417439246885092966e2ef6%2112000037033081001%21sea%21FR%212048486615%21X&curPageLogUid=X7XfafLViUnJ&utparam-url=scene%3Asearch%7Cquery_from%3A
 Wire diodes resistor ,1,5,5,
 Ceramic bearings ,2,6,12,https://fr.aliexpress.com/item/1005008350254851.html?spm=a2g0o.productlist.main.53.7fd6778dJFvMRW&algo_pvid=1b83fb7b-bc63-47f6-9aaa-b630cd76ee48&algo_exp_id=1b83fb7b-bc63-47f6-9aaa-b630cd76ee48-26&pdp_ext_f=%7B%22order%22%3A%22-1%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21EUR%212.44%212.44%21%21%212.64%212.64%21%40211b6c1917439248663288626eff1a%2112000044691933413%21sea%21FR%212048486615%21X&curPageLogUid=3ifYZKyx7Qs3&utparam-url=scene%3Asearch%7Cquery_from%3A
 Bearings ,4,0,0,from ender3 rubber wheels
 PLA ~200g ,1,4,4,
Ender3,1,0,0,
,,,,
,,Total,220.5,
,,,,
,,,,
"0,2mm brass wire (100m)",5,2,10,https://fr.aliexpress.com/item/1005006203319769.html?algo_pvid=fe23dc84-36e1-49fc-addf-22b52382a6c1&algo_exp_id=fe23dc84-36e1-49fc-addf-22b52382a6c1-2&pdp_ext_f=%7B%22order%22%3A%22715%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21EUR%212.37%212.37%21%21%2118.60%2118.60%21%40211b65de17439331920877503e1250%2112000036254573666%21sea%21FR%212048486615%21X&curPageLogUid=HvWjZ8sV5cst&utparam-url=scene%3Asearch%7Cquery_from%3A
"0,25mm brass wire (5kg)",1,110,110,https://fr.aliexpress.com/item/1005006169662498.html?spm=a2g0o.productlist.main.1.59df8ntn8ntnGa&algo_pvid=a01bf03c-9432-4ab6-9740-2caa8e9c3487&algo_exp_id=a01bf03c-9432-4ab6-9740-2caa8e9c3487-0&pdp_ext_f=%7B%22order%22%3A%221%22%2C%22eval%22%3A%221%22%7D&pdp_npi=4%40dis%21EUR%21140.44%2160.39%21%21%211101.49%21473.65%21%40211b6a7a17439321840801078e46cc%2112000036091227929%21sea%21FR%212048486615%21X&curPageLogUid=4kDjYQm3DZ3K&utparam-url=scene%3Asearch%7Cquery_from%3A
"0,18 molybdenum wire (2km)",1,40,40,https://fr.aliexpress.com/item/1005008417132381.html?spm=a2g0o.productlist.main.1.54bc54f1rLEsOD&algo_pvid=699e5bf7-99db-4ae7-883d-f0be27886207&algo_exp_id=699e5bf7-99db-4ae7-883d-f0be27886207-0&pdp_ext_f=%7B%22order%22%3A%22536%22%2C%22spu_best_type%22%3A%22price%22%2C%22eval%22%3A%221%22%2C%22orig_sl_item_id%22%3A%221005008417132381%22%2C%22orig_item_id%22%3A%221005006794617474%22%7D&pdp_npi=4%40dis%21EUR%2173.43%2136.79%21%21%2179.37%2139.77%21%40211b680e17439325564913368e4f9b%2112000044969029082%21sea%21FR%212048486615%21X&curPageLogUid=Eei0WI5yEiCT&utparam-url=scene%3Asearch%7Cquery_from%3A
